Subject,Catalog Nbr,Title,Descr,Attribute
VIST,H266,Sensory Ethnographic Methods,"Through this course, students will develop ethnographic research and writing skills using sensory detail (taste, touch, sight, sound, smell and feeling) to evoke people, places, and things. Assignments are primarily writing-intensive with additional fieldwork and multimodal (e.g. photography, film) exercises.
Crosslisted: Anthropology, Visual Studies
Prerequisite(s): Any Anthropology course
Enrollment Limit: 15
Lottery Preference(s): Equal priority to Anthropology and Visual Studies students",B: Analysis of the Social World
VIST,H267,"Beauty Problems: Rhetoric, Aesthetics, Philosophy","This course will examine a series of problems that beauty and other sensuous pleasures make for philosophy, film, and contemporary art. Works will include those of Plato, Immanuel Kant, Friedrich Nietzsche, Tanizaki Jun’ichiro, Isaac Julien, Elaine Scarry, Rosemarie Garland-Thomson, Fred Moten and others.","A: Meaning, Interpretation (Texts)"
VIST,H275,Race and Representation in Documentary Filmmaking,"This is an introductory cross-listed (Visual Studies/Anthropology) production course on the theory and practice of documentary filmmaking through an exploration of race onscreen. The objective of the course is to enable students to build a critical awareness of the ways in which film and media in general perpetuate racist discourses and representations and explore how students can challenge such representations through their own filmmaking practices. As inspiration, we will watch and study a wide variety of innovative documentary films that bring alternative voices and histories to screen and read/watch filmmaker interviews. Classes will combine elements of a studio (sharing and critiquing filmmaking work in progress) and seminar (discussing weekly themes). 
Crosslisted: VIST.
Lottery Preference: Senior students in anthropology and visual studies have a priority to take this class.
Enrollment Limit: 12.00",A: Creative Expression
VIST,H275,Race and Representation in Documentary Filmmaking,"This is an introductory cross-listed (Visual Studies/Anthropology) production course on the theory and practice of documentary filmmaking through an exploration of race onscreen. The objective of the course is to enable students to build a critical awareness of the ways in which film and media in general perpetuate racist discourses and representations and explore how students can challenge such representations through their own filmmaking practices. As inspiration, we will watch and study a wide variety of innovative documentary films that bring alternative voices and histories to screen and read/watch filmmaker interviews. Classes will combine elements of a studio (sharing and critiquing filmmaking work in progress) and seminar (discussing weekly themes). 
Crosslisted: VIST.
Lottery Preference: Senior students in anthropology and visual studies have a priority to take this class.
Enrollment Limit: 12.00",B: Analysis of the Social World
VIST,H277,Media and the Middle East,"What can we learn about the Middle East by examining media? What can we about media by studying institutions of production and practices of consumption in the Middle East region? In this course, we will read ethnographies of media from the Middle East and look at and listen to media. We will explore cases from different countries, from Egypt to Syria, Turkey to Afghanistan, from Lebanon to Palestine/Israel.
Crosslisted: VIST.
Pre-requisite(s): 100-level course in social sciences, or humanities.
Lottery Preference: Senior anthropology students have a priority to take the class.
Enrollment Limit: 25.00",B: Analysis of the Social World
VIST,H278,Documentary Film and Approaches to Truth,"This course explores the challenge of truth-telling in documentary film and video, through both practice and theory. What ideas and practices have documentarians engaged with to acknowledge, deny, undermine, complicate, and perhaps solve the problem of truth? Readings, film viewings, discussions, writing, and exercises in video production and editing lead to the creation of final videos by students.","A: Meaning, Interpretation (Texts)"
VIST,H299,Modern and Contemporary Japanese Literature and Film,"This course explores important works within modern and contemporary Japanese literature as well as their filmic adaptations, from 1945 to the present. Topics include literary and cinematic representation of Japan’s war experience and postwar reconstruction, negotiation between traditional and modern Japanese aesthetics, confrontation with the state, and changing ideas regarding gender and sexuality. We explore these and other topics by analyzing texts of various genres, including film and film scripts, novels, short stories, manga, and academic essays.","A: Meaning, Interpretation (Texts)"
VIST,H301,Immersive Media,"Immersive Media is a production studio course that introduces students to new forms of immersive media including 360 video, virtual reality, and immersive web.
Prerequisite(s): Familiarity with Adobe Photoshop and Adobe Premiere or Adobe After Effects.
Enrollment Limit: 15",A: Creative Expression
VIST,H302,Digital Activisms: Critical Cartographies and DIY Data Justice,"This course examines how artists, researchers, and community organizers have sought to address issues of visibility, dataveillance, and data justice. Students will design, develop, and execute critical data projects using data visualization techniques, digital mapping and web-development tools.
Prerequisite(s): VIST142 Intro to Visual Studies or VIST H207 Modeling the Spectator, or consent of the instructor
Enrollment Limit: 15",A: Creative Expression
VIST,H302,Digital Activisms: Critical Cartographies and DIY Data Justice,"This course examines how artists, researchers, and community organizers have sought to address issues of visibility, dataveillance, and data justice. Students will design, develop, and execute critical data projects using data visualization techniques, digital mapping and web-development tools.
Prerequisite(s): VIST142 Intro to Visual Studies or VIST H207 Modeling the Spectator, or consent of the instructor
Enrollment Limit: 15",B: Analysis of the Social World
VIST,H303,Advanced Digital Media Production: Digital Aesthetics,"Advanced digital media production studio course focusing on the theory and practice of digital aesthetics. Students create digital media projects addressing the theme of the course with various production techniques, including 2D animation and interactive, web-based video.
Prerequisite(s): VIST H220 Intro to Digital Media Production or instructor consent
Enrollment Limit: 15",A: Creative Expression
VIST,H304,Feminist Aesthetics: Melodrama,"This course reintegrates the visual emphasis of “feminist aesthetics” into the multi-sensory field of experience known as “affect.” Our task is to evaluate what affect theory might add to visual studies, feminist politics, and our understanding of the world.","A: Meaning, Interpretation (Texts)"
VIST,H305,Art and the Environment in East Asia,"This course examines the relationship between environment and the arts in China and Japan. In particular, how artists engage with and respond to nature through varied modes of artistic production and exhibition. 
Crosslisted: East Asian Languages & Cultures, Environmental Studies, Visual Studies Enrollment Limit: 15
Lottery Preference(s): Sophomore standing or higher","A: Meaning, Interpretation (Texts)"
VIST,H305,Art and the Environment in East Asia,"This course examines the relationship between environment and the arts in China and Japan. In particular, how artists engage with and respond to nature through varied modes of artistic production and exhibition. 
Crosslisted: East Asian Languages & Cultures, Environmental Studies, Visual Studies Enrollment Limit: 15
Lottery Preference(s): Sophomore standing or higher",B: Analysis of the Social World
VIST,H306,Harlem World: Global Blackness in the 20th Century,"This course traces the lasting global impact of the Harlem Renaissance. Drawing upon poetry, music, visual art, and political philosophy, we will examine the movement’s complex treatment of Africa and consider the precedent it set in imagining black identity throughout the diaspora.
Enrollment Limit: 25","A: Meaning, Interpretation (Texts)"
VIST,H307,Untimely Art and Performance,"In this course we will examine artworks and performances that generate a sense of being untimely. Disjointed, de-instrumentalized, and ahistorical, we will consider what transformative undertakings untimely art makes possible and the ethical, social, and political resonances of untimeliness.
Prerequisite(s): Any course in Visual Studies, Fine Arts, History of Arts, and/or philosophy or with permission from the instructor
Enrollment Limit: 15","A: Meaning, Interpretation (Texts)"
VIST,H314,Feminist Filmmaking Studio,"Through engagement with intersectional and decolonial feminist theory, students will work to deconstruct and challenge dominant gazes in film. Students will translate theoretical and autoethnographic insights to filmmaking practice by producing a short film.. 
Crosslisted: Visual Studies, Anthropology
Prerequisite(s): any course in anthropology, visual studies, or gender and sexuality studies or instructor consent
Enrollment Limit: 8
Lottery Preference(s): Visual Studies minors, Anthropology major/minors, Gender and Sexuality Studies concentrators",A: Creative Expression
VIST,H314,Feminist Filmmaking Studio,"Through engagement with intersectional and decolonial feminist theory, students will work to deconstruct and challenge dominant gazes in film. Students will translate theoretical and autoethnographic insights to filmmaking practice by producing a short film.. 
Crosslisted: Visual Studies, Anthropology
Prerequisite(s): any course in anthropology, visual studies, or gender and sexuality studies or instructor consent
Enrollment Limit: 8
Lottery Preference(s): Visual Studies minors, Anthropology major/minors, Gender and Sexuality Studies concentrators",B: Analysis of the Social World
VIST,H315,Black Performance Theory,"An interdisciplinary visual studies examination of how black performance reflects and shapes subject formation in America as well as the diaspora. Readings include live and recorded performances as well as historical and theoretical secondary sources.
Prerequisite(s): 100 or 200-level course in either Africana Studies or Gender and Sexuality Studies or permission from the instructor.
Enrollment Limit: 15
Lottery Preference(s): Africana Studies and Gen/Sex concentrators, then Seniors, then Juniors","A: Meaning, Interpretation (Texts)"
VIST,H318,Black Feminist Borderlands,"This course explores how Black people throughout the African diaspora create transnational geographies of belonging, traverse imposed borders, and imagine the world in new ways. Students will have the opportunity to apply the course themes through writing and creative assignments.
Crosslisted: Anthropology, Visual Studies
Prerequisite(s):One course in either Africana Studies or Visual Studies or Gender and Sexuality Studies or Anthropology.
Enrollment Limit: 8
Lottery preference(s): Anthropology majors/minors and Visual Studies minors",A: Creative Expression
VIST,H318,Black Feminist Borderlands,"This course explores how Black people throughout the African diaspora create transnational geographies of belonging, traverse imposed borders, and imagine the world in new ways. Students will have the opportunity to apply the course themes through writing and creative assignments.
Crosslisted: Anthropology, Visual Studies
Prerequisite(s):One course in either Africana Studies or Visual Studies or Gender and Sexuality Studies or Anthropology.
Enrollment Limit: 8
Lottery preference(s): Anthropology majors/minors and Visual Studies minors",B: Analysis of the Social World
VIST,H343,Advanced Film Production: Documentary Expressions,"The craft and theory of documentary filmmaking beyond the basics. Students produce fully-developed short documentaries, hone their camera and editing skills, and learn basic producer's skills, including proposal writing, legal frameworks, and distribution trends. Required attendance at weekly screenings, Weds 7:00-9:30pm. 
Prerequisite(s): One introductory film production class or equivalent experience. (Students should enter the class having basic competency with video cameras and Adobe Premiere Pro editing software.) 
Enrollment Limit: 12","A: Meaning, Interpretation (Texts)"
VIST,H381,Visual Politics of Bondage,"This course examines the visual politics of literatures of bondage, focusing on colonial Brazil/Amazon, the cross-temporal Indian Ocean World, and our contemporary moment of globalization. Our central course inquiry across the course will address the visual politics both nascent and full-fleshed in textual and imagistic representations of those extremely uneven power relations definitive of bondage, and is attentive across genres to the novel, painting, photography, and film. Cross-listed for English and Visual Arts.
Prerequisite(s): Two 200-level courses in English or instructor consent
Enrollment Limit: 15","A: Meaning, Interpretation (Texts)"
WRPR,H101,"Finding a Voice: Identity, Environment, and Intellectual Inquiry","This course considers students fluid relationship to identities that they examine, explore, and take on through course materials. We begin by examining how difference is perceived/obscured/challenged and/or bridged in constructions of identity. We then consider how identities exist in the physical environment and how environment affects these identities. The different positions that experts have taken serves as a model, finally, for students to enter another scholarly debate within an area of interest in a possible prospective major. Open only to members of the first-year class as assigned by the Director of College Writing.
Enrollment Limit: 12",
WRPR,H102,The Internet & Participatory Culture,"This semester, we will read and write, critically and purposefully, on what is considered the new public sphere: the internet. We will do this by investigating three major areas of internet culture: Cancel or Call-Out Culture, Meme Culture and the Culture of Web Activism (sometimes referred to as Slacktivism). 
Pre-requisite(s): Placement by Director of College Writing.
Lottery Preference: Only open to first year students as placed by the Director of College Writing.
Enrollment Limit: 10",
WRPR,H103,You Are What You Eat: Food Studies and Identity,"This course is designed to introduce students to concepts in the interdisciplinary field of food studies with a particular emphasis on food’s role in shaping identity. Some topics they may consider include the role of food in constructing national, racial, ethnic, and socioeconomic identities; the importance of cultural exchange in creating cuisine; and food as a repository for memory and method of cultural preservation. 
Pre-requisite(s): Placement by the Director of College Writing.
Enrollment Limit: 12.00",
WRPR,H105,The Politics of Self-Care,"In this course, we’ll interrogate the relationships between self-care; politics; and physical, mental, and spiritual health by turning to three distinct moments in the history of American self-care: “self-reliance” in the 19th c. as articulated by Emerson and Thoreau; late 20th c activist groups including the Black Panther Party, the Boston Women’s Health Collective, and ACT UP; and contemporary understandings of self-care discourses such as wellness and the perspectives of those living with chronic illnesses.
Pre-requisite(s): Placement by the Director of College Writing.
Enrollment Limit: 12.00",
WRPR,H106,Feminism Before Suffrage,"Long before they secured the right to vote, women in the United States were actively engaged in an array of political and social debates from abolition and labor reform to marriage and Indigenous sovereignty. In this course we’ll explore this history of American feminist expression by tracing the ways in which women writers from 1776-1920 contested and asserted ideas about sex, race, class, and citizenship. 
Pre-requisite(s): Placement by the Director of College Writing.
Enrollment Limit: 12.00",
WRPR,H108,Real Work & Dream Jobs: Visual Representations and Theories of Work,"An entry into theories of work, thinking critically and historically about the role of work in society, the promise of art as an ideal form of work, and the structural persistence of gendered, classed, and racial divisions of labor. Open only to first-year students as assigned by the Director of College Writing.
Enrollment Limit: 12",
WRPR,H109,Perspectives on Immigration and Education in the United States,"We will immerse ourselves in the historical, social, cultural, political, linguistic, and various other contexts of immigration to the United States, with a focus on salient issues relating to K-12 public education. What kinds of experiences, we will ask, have immigrant students had in American schools in the past century? Have schools served this population well? How are schooling and citizenship related? Does public education facilitate or hinder immigrant students in attaining the American dream of success and fortune? Open only to first-year students as assigned by the Director of College Writing. 
Enrollment Limit: 12",
WRPR,H110,Medical Narratives,"Attention to literature and the arts helps to develop and nurture skills of observation, analysis, empathy, and self-reflection––skills that are essential for humane medical care,” suggests Felice Aull (a founder of the Literature, Arts, and Medicine Database). This course is designed to foster such skills, but it will do so by turning our very notion of “humane medical care” into an object for reflection and analysis. Our exploration of texts will admit uncertainty about what degrees of empathy, self-reflection, or indeed humaneness are reachable. Do communications about illness offer us a special route to knowledge of the self, whether our own or someone else’s? Do they induce detachment even as they summon empathy? (Do “clinical tales” inevitably prompt us to feel, in the words of Oliver Sacks, like “an anthropologist on Mars”?) Reading across a broad spectrum of fiction and nonfiction works, we will take a clinical view of medical story-telling itself. What linguistic strategies do various medical narratives employ? What are the texts’ apparent purposes? Are there therapeutic effects to be found in writing or reading narratives of illness––and, if so, by whom: the patient? the medical professional? the third-party observer? Using close reading as our primary tool, we will explore quandaries of personhood in the context of health struggles. Open only to member of the first-year class as assigned by the Director of College Writing.
Enrollment Limit: 12",
WRPR,H111,"Power, Place, and Film","This writing seminar introduces students to film analysis through the themes of power and place and covers topics such as colonialism and imperialism, immigration, inequality, etc. Open only to first-year students as assigned by the Director of College Writing.
Enrollment Limit: 12",
WRPR,H112,Interaction Ritual: The Novel and Sociology,"In this course, we will read a range of texts devoted to dissecting the interaction in British and American society and culture. These texts explore how the social interaction functions when it goes smoothly—and how it can go wrong.
Prerequisite(s): First-year students as assigned by the Director of College Writing.
Enrollment Limit: 12",
WRPR,H114,Gender and Writing,"This course explores how gender shapes the creation and reception of texts. We will consider male, female, and non-binary writers and analyze how gender intersects with other vectors of identity such as race and class. Open only to first-year students as assigned by the Director of College Writing.
Enrollment Limit: 10",
WRPR,H115,Literacy: How and Why We Read and Write,"What is literacy and what does it mean to be literate? In this course, students will analyze literacy practices at the individual and communal level by reflecting on their personal experiences and engaging in academic scholarship. Students will also consider new forms of literacy relevant to the advent of online technologies and develop the skills necessary for participation in academic discourse. Open only to first-year students as assigned by the Director of College Writing.
Enrollment Limit: 10",
WRPR,H116,Black Philadelphia,"This course will engage cultural products by Black writers, artists and activists who explore the racial and spatial politics of Black life in Philadelphia since the dawn of the 20th century. Open only to first-year students as assigned by the Director of College Writing.
Enrollment Limit: 12",
WRPR,H118,Portraits of Disability and Difference,"Rosemarie Garland-Thomson writes that ""staring is an interrogative gesture that asks whats going on and demands the story. The eyes hang on, working to recognize what seems illegible, order what seems unruly, know what seems strange."" In this seminar we will explore visual and literary portraits and self-portraits of bodies marked by difference, bodies that often elicit stares. We will ask: What kinds of stories are told about these bodies? How do memoirs and self-portraits by people with disabilities draw on and challenge traditions of life writing and portraiture? How does this work enlarge cultural and aesthetic views of embodiment, disability, and difference? Open only to first-year students as assigned by the Director of College writing.
Enrollment Limit: 12",
WRPR,H120,Evolutionary Arguments,"From the eugenics movement of the early twentieth century to the present, scientists, ethicists, disability activists, and others have argued about the uses of increasingly sophisticated technologies for preventing certain inherited traits and enhancing others. We will track representative arguments in ethics, the court, social movements, and popular culture. How do these medical technologies intersect with cultural values and beliefs? How do they influence who will be included in the human community?
Open only to first-year students as assigned by the Director of College Writing.
Enrollment Limit: 12",
WRPR,H122,Writing in Public Health,"This is a first-year writing seminar. Does not count toward the Biology major. Open only to first-year students as assigned by the Director of College Writing
Enrollment Limit: 12",
WRPR,H123,Old Age in the Modern Age,"An examination of changing attitudes and understanding of old age over time.
Prerequisite(s): First-year students as assigned by the Director of College Writing.
Enrollment Limit: 12",
WRPR,H125,On Higher Ed: Introduction to Critical University Studies,"A number of structural and historical conditions define higher education. This seminar offers an opportunity to explore such conditions by asking what college is as a historical, political-economic, and cultural institution. 
Pre-requisite(s): Placement by the Director of College Writing.
Lottery Preference: Limited to first year students.
Enrollment Limit: 12",
WRPR,H126,Radical Black Feminisms and the Carceral State,"With growing calls for the abolition of prisons and all systems of racial-sexual domination, this course will examine a long history of works by and about Black women political prisoners since the Black Power Era. Open only to first-year students as assigned by the Director of College Writing.
Enrollment Limit: 12",
WRPR,H128,"Reading Sacred Text: Religion, Race and Sexuality","An academic introduction to reading race, sexuality and religion in/and out of sacred texts [primarily the Bible and Quran]. This course will explore how various sacred texts come to support a variety of views (often contradictory) on race, sexuality and religion.
Enrollment Limit: 35","A: Meaning, Interpretation (Texts)"
WRPR,H128,Reading Sacred Texts,"An introduction to reading sacred texts in an academic setting. In this course we will apply a variety of methodological approaches--literary, historical, sociological, anthropological or philosophical--to the reading of religious texts, documents and materials.",
WRPR,H132,Writing about Beethoven,"An exploration of Beethoven’s life and works, considered in the context of changing aesthetic and cultural values of the last two centuries. Students will listen to Beethoven’s music, study some of his letters and conversation books, and read some of the many responses his art has engendered. In their written responses to all of this material, students will think about Beethoven’s music, his artistic personality, and the ideas and assumptions that have guided the critical reception of his art and life. They will learn to cultivate their skills as readers and listeners while improving their craft as writers. Open only to first-year students as assigned by the Director of College Writing.
Crosslisted: Music, Writing Program
Enrollment Limit: 12",
WRPR,H133,The American West in Fact and Fiction,"An examination of the imagery of the American West. Using visual and verbal images, this course explores such diverse aspects of the West as cowboys, cartography, water rights, race and social class, technology, religion, prostitution, and landscape painting.
Open only to member of the first-year class as assigned by the Director of College Writing.
Enrollment Limit: 12","A: Meaning, Interpretation (Texts)"
WRPR,H133,The American West in Fact and Fiction,"An examination of the imagery of the American West. Using visual and verbal images, this course explores such diverse aspects of the West as cowboys, cartography, water rights, race and social class, technology, religion, prostitution, and landscape painting.
Open only to member of the first-year class as assigned by the Director of College Writing.
Enrollment Limit: 12",
WRPR,H134,"Corruption, Conversion, Change: Fictions and Philosophies of Transformation","This course will examine modern notions of change and transformation through the fiction and philosophy of the past. Open only to first-year students as assigned by the Director of College Writing.
Enrollment Limit: 12",
WRPR,H137,"Cleopatra: The Woman, The Queen, The Icon","This seminar will guide students through recovering the historical figure of Cleopatra, as well as applying feminist theory to investigate how her image has been manipulated to suit the purposes of moralists, artists, and scholars. Students will read several pieces of modern scholarship that argue for different interpretations of her racial and ethnic identity, and consider why Cleopatra’s racial and ethnic identity is (or is not) an important question for us as modern students. 
Pre-requisite(s): Placement by the Director of College Writing.
Lottery Preference: First year students through the writing placement.
Enrollment Limit: 12",
WRPR,H140,The Rhetoric of Argument,"In this course students will learn how to analyze arguments, compose arguments of their own, and write clear, concise, and elegant prose. The first half of the course will relate principles of argument and composition to principles of textual analysis. A good reader can analyze the logic of an argument, the style of its presentation, and the way it solicits its audience. Similarly, the good writer understands her audience, adopts a style appropriate to the situation, and crafts an argument that establishes grounds for possible agreement. A good writer is a better reader. For example, in Act II, scene ii of Hamlet Polonius wastes time while saying he won't: ""since brevity is the soul of wit / And tediousness the limbs and outward flourishes / I will be brief"" He can't even speak briefly of brevity but follows his aphorism with a redundant flourish of his own. Like Polonius, when you present your reader with tedious prose you present yourself as tedious. And though few occasions warrant such a presentation, this course will supply students with the power to suit their words to different occasions and the power to read how others in turn both craft themselves and either succeed or fail to convince.The second half of the course will consider the relation between experience and language, between our world and our words. Using the analytic tools assembled during the first half, we will examine works of philosophy and literature that seek to define this relation. Texts will include, Plato's Gorgias, Friedrich Nietzsche's early essay, ""On Truth and Lying in an Extra-moral Sense,"" and Toni Morrison's novel, Sula. We will evaluate these works on the basis of their claims about language and on the basis of the language of these claims.
Pre-requisite: Haverford students only
Enrollment Limit: 12, as assigned by the Director of College Writing",
WRPR,H145,Russian Lit in Russian History,"Continuity and change in Russian and Soviet society since the 1890s. Major topics: the revolutionary period, the cultural ferment of the 1920s, Stalinism, the Thaw, the culture of dissent, and the collapse of the system. Open only to first-year students as assigned by the Director of College Writing.
Enrollment Limit: 12",
WRPR,H150,Approaches to Literary Analysis,"Intended like other sections of the Writing Program to advance students' critical reading and analytical writing skills, this course is geared specifically towards introducing students to the discipline that studies the literary traditions of the English language. One of its aims is to explore the broad range of thematic interests inherent in these traditions, sharing as they do common roots in the history of our language and its influences. The powers and limits of language; ideas of character and community, and the relation between person and place; heroic endeavor and the mystery of evil; loss and renovation these are among the themes to be tracked through various strategies of literary representation and interpretation in a variety of genres (epic, narrative, and poetry) and modes (realism, allegory, and romance), and across a range of historical periods. Our goal is to develop the vocabulary, skills, and knowledge necessary to understand not only how we decide what literary texts mean, but also how literary texts generate and contemplate meaning. Open only to first-year students as assigned by the Director of College Writing.
Enrollment Limit: 12",
WRPR,H155,Drawing the Line: Origin Stories and Graphic Narrative,"Pre-requisite: Haverford students only
Enrollment Limit: 12, as assigned by the Director of College Writing",
WRPR,H155,Origin Stories: Narrating Asian America,"In this course we will read a range of origin stories--creation narratives, memoirs, alter/native accounts of settler colonialism, and trickster tales--that delineate constructions of identity and constitutions of community with a focus on the ways in which writers and artists represent ongoing “encounters” between indigenous and imperial cultures, examining inventive work that play with genres ranging from the lyric to the epic to speculative fiction as a means of offering new ways of understanding history and imagining the future. Open only to first-year students as assigned by the Director of College Writing.
Enrollment Limit: 12",
WRPR,H156,Good Guys & Gals? Quaker Imagery in Fiction,"What have been the literary uses of Quaker ideas and images in fiction? How have these changed over time? Here on the Haverford campus, with its Quaker heritage and traditions, is housed perhaps the largest collection of Quaker novels anywhere in the world, fiction by or about Quakers, often populated with characters whose Quakerliness is designed to evoke a certain mood, message, or subtext. For some authors, Quakers became stand-ins for virtue. For others, the Quaker image is of the troublemaker, the nay-sayer, the haughty, unbending zealot. In this course we will read excerpts from an array of Quaker fiction. Then, through class discussions, written essays, and through considering each others writing, students will explore how commentators have interpreted the meaning of ""Quakerness"" in literature."" Open only to first-year students as assigned by the Director of College Writing.
Enrollment Limit: 12",
WRPR,H159,Gender and Sexuality in Islamic Texts and Practices,"This course introduces students to the different views of gender and sexuality in Islamic thought, and situates these views within Muslim histories and societies. We will draw on primary sources, historiographical work, ethnographies of Muslim societies, fiction, poetry, and play. One major focus will be on homosexuality in Islam and Muslim societies. In the course of this examination we will also have a chance to question what “homosexuality” is and whether this term can be applied cross-culturally and cross-religiously. To think critically about homosexuality in Islam will thus compel us to reconsider homosexuality and Islam at once. Open only to first-year students as assigned by the Director of College Writing.
Enrollment Limit: 12",
WRPR,H160,"Borders, Walls and Bridges: Cultural Approaches to Divided Cities","Urban spaces are sites of dynamic connection, but may also be defined by their established boundaries. Walls and fences are just some of the forms of demarcation; legacies of inequality also forcefully structure cities. From Berlin to Birmingham, modern history is rife with examples of urban segregation that is both architecturally built and socially inscribed. The daily life of a city includes zones of separation influenced by race, gender, sexuality, and class, while interaction across and within transnational cultural spaces remaps our understandings of global borders. Further, the expanding prison industrial complex is another prominent example of internal division in which narratives of freedom and repression are jointly expressed. But even with histories of struggle, cities continue to be ideal locales from which to transform communities, where individuals can work across lines of difference and pursue collective grassroots projects. Digital tools designed for cityscapes also offer new ways to explore and revise legacies of division. This writing course will approach the topic of divided cities through a range of interdisciplinary cultural approaches and comparative 20th- and 21st-century case studies. Our course readings include selections from such works as Carl Nightengale s Segregation: A World History of Divided Cities, Teresa Caldeira s City of Walls, Ruth Gilmore s Golden Gulag, Michael Katz s Why Don t American Cities Burn, and Peter Schneider s Wall Jumper. In addition to regular writing assignments, our class will take several class field trips to sites in Philadelphia, with the city serving as one of our primary sources for this course.
Open only to first-year students as assigned by the Director of College Writing.
Enrollment Limit: 12",
WRPR,H162,Immigration and Representation,"In examining the questions raised by acts of migration across borders or countries, we will examine the assumptions that create community and conflict in the immigrant experience both in the US and abroad. We will read essays, short stories, and a novel or two that help showcase the rich diversity of the immigrant experience. To help ground our exploration, we will read theoretical texts that examine how identities are formed and policed across and within communities.
Open only to first-year students as assigned by the Director of College Writing. 
Enrollment Limit: 12",
WRPR,H164,Materiality and Spectacle in Nineteenth Century United States,"Spectacles reflect, influence, and change cultural experiences, meaning, and understanding. This course will consider the materiality of spectacular nineteenth century US events through critical examination of historical accounts, primary research, and close readings of objects.
Open only to first-year students as assigned by the Director of College Writing.
Enrollment Limit: 12",
WRPR,H165,Contemporary Narratives of American Violence,"Open only to first-year students as assigned by the Director of College Writing.
Enrollment Limit: 12",
WRPR,H167,Globalization in the 21st Century,"We will define and explore global interconnectedness from multiple disciplinary perspectives - political, economic, etc. - but will focus primarily on various complex social and cultural dimensions of globalization including local/global tensions, Westernization, cultural borrowing, cultural imperialism, cultural exploitation, tourism, and pop culture (music, movies, etc.), as analyzed in ethnographies set in various locations around the world. Open only to first-year students as assigned by the Director of College Writing. 
Enrollment Limit: 12",
WRPR,H170,On (Non)Violence,"This course considers theories of nonviolence and begins the work of building vocabularies for peace. In an age of perpetual war, the ethical request compelled by the other’s very vulnerability to “think peace into existence” presents a political, philosophical, and moral challenge that our itinerary seeks to address.
Open only to first-year students as assigned by the Director of College Writing.
Enrollment Limit: 12",
WRPR,H173,Transnational Crossings: Representations of the Berlin Wall in American Culture,"Transnational Crossings explores the history of the Berlin Wall from the perspective of American cultural representations. Students will pursue weekly writing in conjunction with the campus gallery's exhibition, ""The Wall in Our Heads: American Artists and the Berlin Wall.""
Open only to member of the first-year class as assigned by the Director of College Writing.
Enrollment Limit: 12",
WRPR,H174,Philadelphia Freedoms: Cultural Landscapes and Civic Ideals,"Philadelphia Freedoms spans the history of the city, exploring how the city’s founding principles have manifested in the lived experiences of its residents over many generations.
Open only to member of the first-year class as assigned by the Director of College Writing.
Enrollment Limit: 12",
WRPR,H175,Women's Work,"A literary history of women's work and women workers, investigating questions such as: Is femininity itself a form of labor? How can a demand for wages enable a political reorientation? And if work feels good, or happiness feels like work?
Open only to members of Haverford's first-year class as assigned by the Director of College Writing.
Enrollment Limit: 12",
WRPR,H176,Are You What You Eat? Eating and Identity,"Investigates the complex relationship between food and identity; engages food practices that can unite families, consolidate ethnic identity, reinforce class boundaries, and express gender; asks whether food can assert contemporaneity or materialize nostalgia for an idealized agrarian past.
Open only to members of Haverford's first-year class as assigned by the Director of College Writing.
Enrollment Limit: 12",
WRPR,H176B,Are You What You Eat? Eating and Identity,"Investigates the complex relationship between food and identity; engages food practices that can unite families, consolidate ethnic identity, reinforce class boundaries, and express gender; asks whether food can assert contemporaneity or materialize nostalgia for an idealized agrarian past.
Open only to members of Haverford's first-year class as assigned by the Director of College Writing.
Enrollment Limit: 12",
WRPR,H177,How Stuff Works,"Exploring several pervasive systems that operate by virtue of being invisible, our goal is to *see* the internet, gender, and trucking/goods distribution as structures that discipline sociality, knowledge, and global power
Open only to members of Haverford's first-year class as assigned by the Director of College Writing.
Enrollment Limit: 12",
WRPR,H179,"Time after Time: Queer Pasts, Presents, and Futures","This course introduces students to the many ways queer lives and theories challenge normative conceptions of linear time. We will encounter queers feeling backward, growing sideways, and refusing normative futurity in a variety of literary, filmic, and theoretical texts. Open only to first-year students as assigned by the Director of College Writing.
Enrollment Limit: 12",
WRPR,H180,Humanitarianism in Theory and Practice,"In this course, we will study the ideas, practices, and politics of humanitarian action. We’ll begin with the origins of humanitarian values in various religious and philosophical traditions: what is the value of human life? What is human dignity? We’ll then turn to changing attitudes towards violence, torture and slavery in the 17th and 18th centuries. Why and how did these changes occur? We’ll study key texts, figures and organizations, including the Red Cross and Médecins Sans Frontières (MSF) as well the American Friends Service Committee (AFSC) and Near East Relief. In dialogue with these philosophical and historical experiences, we will study current humanitarian crises. Open only to first-year students as assigned by the Director of College Writing.
Enrollment Limit: 12",
WRPR,H181,The Genius of Mozart,"What is (a) genius? A person or an attribute? Human or divine? Does the artist control it or does it control the artist? When did this concept emerge, and how has it evolved? This course considers such questions in connection with the life and works of Wolfgang Amadeus Mozart. We probe his biographies and letters for insights into the man, and we investigate what makes his music tick. All the while we cast a critical eye on the mythology of Mozart’s genius, a rich tradition of anecdote, intrigue, and speculation that can be hard to separate from fact. We ask how Mozart—real and imaginary—has reflected and shaped ideas of genius, considering his representation in literature and film. 
No prerequisite; open to all students.","A: Meaning, Interpretation (Texts)"
